point,numerical_iteration,numerical_gross_mass_kg,numerical_battery_mass_kg,numerical_structure_mass_kg,numerical_propulsion_mass_kg,numerical_total_disk_area_m2,numerical_ideal_induced_power_w,numerical_propulsion_hover_power_w,numerical_total_hover_power_w,numerical_required_nominal_battery_energy_wh,numerical_installed_nominal_battery_energy_wh,numerical_energy_limited_battery_mass_kg,numerical_power_limited_battery_mass_kg,numerical_relative_mass_change
demanding,34.0,32.74281668,19.83593773,6.15228483,4.29172282,5.3142406,1577.92023964,3524.69236309,3658.38801527,3810.82084923,3810.82084923,19.83593773,10.59721507,0.00698513
demanding,35.0,32.95709984,19.97036983,6.19014064,4.32191194,5.35162239,1589.01975041,3549.48598691,3683.18163908,3836.64754071,3836.64754071,19.97036983,10.67055701,0.00650188
demanding,36.0,33.15786367,20.09632048,6.2256081,4.3501964,5.38664572,1599.41898283,3572.71535819,3706.41101036,3860.84480246,3860.84480246,20.09632048,10.73927174,0.00605479
demanding,37.0,33.34596112,20.2143248,6.25883788,4.37669637,5.4194594,1609.1621181,3594.47916705,3728.17481923,3883.5154367,3883.5154367,20.2143248,10.8036512,0.00564079
demanding,38.0,33.52219134,20.32488411,6.28997116,4.40152443,5.45020283,1618.29055001,3614.8698772,3748.56552937,3904.75575976,3904.75575976,20.32488411,10.8639689,0.00525712
demanding,39.0,33.68730302,20.42846813,6.31914021,4.42478606,5.47900663,1626.84306075,3633.97411867,3767.66977085,3924.6560113,3924.6560113,20.42846813,10.9204811,0.0049013
demanding,40.0,33.84199766,20.52551694,6.34646896,4.4465801,5.50599317,1634.85598572,3651.87305598,3785.56870815,3943.30073766,3943.30073766,20.52551694,10.97342789,0.00457108
demanding,41.0,33.98693248,20.61644285,6.37207352,4.46699913,5.53127711,1642.36336788,3668.64273286,3802.33838503,3960.76915107,3960.76915107,20.61644285,11.02303422,0.00426443
demanding,42.0,34.12272322,20.70163216,6.39606266,4.48612991,5.55496586,1649.39710239,3684.35439539,3818.05004756,3977.13546621,3977.13546621,20.70163216,11.06951084,0.00397948
demanding,43.0,34.2499468,20.7814468,6.41853831,4.50405371,5.57716006,1655.98707211,3699.07479468,3832.77044685,3992.46921547,3992.46921547,20.7814468,11.11305521,0.00371456
demanding,44.0,34.36914372,20.85622586,6.43959594,4.52084668,5.59795401,1662.16127459,3712.86647043,3846.5621226,4006.83554438,4006.83554438,20.85622586,11.15385232,0.00346814
demanding,45.0,34.48082041,20.92628705,6.45932503,4.53658016,5.61743605,1667.94594095,3725.78801667,3859.48366884,4020.29548838,4020.29548838,20.92628705,11.19207551,0.00323881
demanding,46.0,34.5854513,20.991928,6.47780939,4.55132101,5.63568896,1673.36564738,3737.89433067,3871.58998284,4032.90623213,4032.90623213,20.991928,11.22788716,0.00302529
demanding,47.0,34.68348094,21.05342761,6.49512756,4.56513184,5.65279027,1678.44341955,3749.23684617,3882.93249835,4044.72135245,4044.72135245,21.05342761,11.26143942,0.00282641
demanding,48.0,34.7753258,21.11104715,6.51135311,4.57807133,5.66881264,1683.2008304,3759.86375194,3893.55940412,4055.79104595,4055.79104595,21.11104715,11.29287484,0.00264109
demanding,49.0,34.86137608,21.16503143,6.52655497,4.59019446,5.68382415,1687.65809183,3769.82019645,3903.51584862,4066.16234231,4066.16234231,21.16503143,11.32232697,0.00246836
demanding,50.0,34.94199737,21.21560978,6.54079774,4.60155273,5.69788856,1691.83414053,3779.14847971,3912.84413188,4075.87930404,4075.87930404,21.21560978,11.34992093,0.00230729
demanding,51.0,35.01753219,21.2629971,6.55414191,4.6121944,5.71106564,1695.74671847,3787.88823299,3921.58388517,4084.98321371,4084.98321371,21.2629971,11.37577397,0.00215706
demanding,52.0,35.08830145,21.30739471,6.56664419,4.62216467,5.72341137,1699.41244827,3796.0765872,3929.77223937,4093.51274935,4093.51274935,21.30739471,11.39999592,0.00201689
demanding,53.0,35.15460581,21.34899123,6.57835769,4.63150591,5.73497819,1702.84690381,3803.74833061,3937.44398278,4101.50414873,4101.50414873,21.34899123,11.42268968,0.00188608
demanding,54.0,35.21672697,21.38796339,6.58933217,4.6402578,5.74581525,1706.06467638,3810.93605666,3944.63170884,4108.99136337,4108.99136337,21.38796339,11.44395167,0.00176397
demanding,55.0,35.27492884,21.42447677,6.59961426,4.64845753,5.75596859,1709.07943672,3817.67030247,3951.36595464,4116.00620275,4116.00620275,21.42447677,11.46387222,0.00164995
demanding,56.0,35.32945871,21.45868647,6.60924765,4.65613993,5.76548135,1711.90399306,3823.97967851,3957.67533069,4122.57846946,4122.57846946,21.45868647,11.48253596,0.00154347
demanding,57.0,35.38054823,21.49073786,6.61827326,4.66333764,5.77439394,1714.55034554,3829.89099021,3963.58664239,4128.73608582,4128.73608582,21.49073786,11.5000222,0.001444
demanding,58.0,35.42841448,21.5207671,6.62672943,4.67008124,5.78274422,1717.02973721,3835.42935182,3969.12500399,4134.50521249,4134.50521249,21.5207671,11.51640521,0.00135107
demanding,59.0,35.47326079,21.54890176,6.63465209,4.67639938,5.79056768,1719.35270177,3840.6182931,3974.31394527,4139.91035966,4139.91035966,21.54890176,11.5317546,0.00126423
demanding,60.0,35.51527771,21.57526138,6.64207491,4.6823189,5.79789755,1721.52910837,3845.4798593,3979.17551147,4144.97449111,4144.97449111,21.57526138,11.54613558,0.00118307
demanding,61.0,35.55464375,21.59995795,6.64902942,4.68786495,5.80476497,1723.56820347,3850.03470481,3983.73035698,4149.71912186,4149.71912186,21.59995795,11.55960926,0.0011072
demanding,62.0,35.59152614,21.62309639,6.65554515,4.6930611,5.81119912,1725.47865018,3854.30218093,3987.9978331,4154.16440948,4154.16440948,21.62309639,11.57223287,0.00103627
demanding,63.0,35.62608159,21.64477501,6.66164981,4.69792942,5.81722733,1727.26856505,3858.30041805,3991.99607022,4158.32923982,4158.32923982,21.64477501,11.58406004,0.00096995
demanding,64.0,35.65845691,21.6650859,6.66736932,4.70249059,5.82287522,1728.94555255,3862.04640272,3995.74205489,4162.23130718,4162.23130718,21.6650859,11.59514103,0.00090793
demanding,65.0,35.68878964,21.68411535,6.67272797,4.706764,5.82816677,1730.51673736,3865.55604976,3999.25170193,4165.88718952,4165.88718952,21.68411535,11.6055229,0.00084992
demanding,66.0,35.71720864,21.70194423,6.67774855,4.71076779,5.83312448,1731.98879468,3868.84426994,4002.53992212,4169.31241887,4169.31241887,21.70194423,11.61524978,0.00079567
demanding,67.0,35.74383467,21.71864826,6.68245237,4.71451897,5.8377694,1733.36797854,3871.92503329,4005.62068546,4172.52154736,4172.52154736,21.71864826,11.62436297,0.00074491
demanding,68.0,35.76878084,21.73429842,6.68685942,4.7180335,5.84212127,1734.66014843,3874.81142844,4008.50708062,4175.52820898,4175.52820898,21.73429842,11.63290121,0.00069743
demanding,69.0,35.79215313,21.74896119,6.69098843,4.72132628,5.84619858,1735.87079413,3877.51571827,4011.21137044,4178.34517755,4178.34517755,21.74896119,11.64090076,0.000653
demanding,70.0,35.81405084,21.76269888,6.69485694,4.72441132,5.85001864,1737.00505908,3880.04939196,4013.74504414,4180.98442098,4180.98442098,21.76269888,11.64839561,0.00061143
demanding,71.0,35.834567,21.77556985,6.69848138,4.72730173,5.85359769,1738.0677622,3882.42321385,4016.11886602,4183.45715211,4183.45715211,21.77556985,11.65541761,0.00057252
demanding,72.0,35.85378878,21.78762877,6.70187715,4.73000978,5.85695094,1739.06341842,3884.64726913,4018.34292131,4185.77387636,4185.77387636,21.78762877,11.66199658,0.00053612
demanding,73.0,35.87179784,21.79892688,6.70505867,4.73254697,5.86009263,1739.99625776,3886.73100672,4020.42665889,4187.94443635,4187.94443635,21.79892688,11.66816048,0.00050204
demanding,74.0,35.88867069,21.80951219,6.70803947,4.73492409,5.8630361,1740.87024341,3888.68327938,4022.37893156,4189.97805371,4189.97805371,21.80951219,11.67393549,0.00047014
demanding,75.0,35.90447902,21.81942966,6.71083221,4.73715123,5.86579387,1741.6890885,3890.51238137,4024.20803354,4191.88336828,4191.88336828,21.81942966,11.67934615,0.00044029
demanding,76.0,35.91928999,21.82872143,6.71344876,4.73923786,5.86837765,1742.45627191,3892.22608363,4025.9217358,4193.6684748,4193.6684748,21.82872143,11.68441545,0.00041234
demanding,77.0,35.93316651,21.83742697,6.71590022,4.74119285,5.87079842,1743.175053,3893.83166684,4027.52731901,4195.3409573,4195.3409573,21.83742697,11.68916492,0.00038618
demanding,78.0,35.94616756,21.84558327,6.71819702,4.74302449,5.87306646,1743.84848554,3895.33595232,4029.0316045,4196.90792135,4196.90792135,21.84558327,11.69361474,0.00036168
demanding,79.0,35.95834836,21.85322498,6.72034891,4.74474057,5.8751914,1744.47943059,3896.74533105,4030.44098323,4198.37602419,4198.37602419,21.85322498,11.69778382,0.00033875
demanding,80.0,35.96976066,21.86038457,6.72236503,4.74634839,5.87718228,1745.07056875,3898.06579078,4031.76144295,4199.75150308,4199.75150308,21.86038457,11.70168987,0.00031727
demanding,81.0,35.98045294,21.86709246,6.72425396,4.74785476,5.87904756,1745.62441145,3899.30294149,4032.99859366,4201.04020173,4201.04020173,21.86709246,11.70534948,0.00029717
demanding,82.0,35.99047065,21.87337714,6.72602371,4.7492661,5.88079515,1746.1433117,3900.46203922,4034.1576914,4202.2475952,4202.2475952,21.87337714,11.7087782,0.00027834
demanding,83.0,35.99985632,21.87926531,6.72768181,4.75058839,5.88243248,1746.62947407,3901.54800841,4035.24366059,4203.37881311,4203.37881311,21.87926531,11.7119906,0.00026071
demanding,84.0,36.00864985,21.88478199,6.7292353,4.75182726,5.88396652,1747.084964,3902.56546281,4036.26111498,4204.43866144,4204.43866144,21.88478199,11.71500033,0.00024421
demanding,85.0,36.01688858,21.88995062,6.73069077,4.75298797,5.88540377,1747.51171665,3903.51872507,4037.21437724,4205.43164296,4205.43164296,21.88995062,11.71782018,0.00022875
demanding,86.0,36.02460752,21.89479315,6.73205442,4.75407544,5.88675034,1747.91154509,3904.41184514,4038.10749731,4206.36197636,4206.36197636,21.89479315,11.72046211,0.00021427
demanding,87.0,36.03183947,21.89933017,6.73333204,4.75509431,5.88801196,1748.28614798,3905.24861744,4038.94426961,4207.23361418,4207.23361418,21.89933017,11.72293737,0.00020071
demanding,88.0,36.03861515,21.90358094,6.73452905,4.7560489,5.88919398,1748.63711683,3906.032597,4039.72824918,4208.05025956,4208.05025956,21.90358094,11.72525645,0.00018801
demanding,89.0,36.04496334,21.90756353,6.73565053,4.75694326,5.89030142,1748.96594273,3906.76711458,4040.46276675,4208.81538203,4208.81538203,21.90756353,11.72742923,0.00017612
demanding,90.0,36.05091102,21.91129485,6.73670127,4.75778119,5.891339,1749.2740227,3907.45529076,4041.15094294,4209.53223222,4209.53223222,21.91129485,11.72946492,0.00016498
demanding,91.0,36.05648346,21.91479076,6.73768571,4.75856626,5.89231111,1749.56266563,3908.10004928,4041.79570145,4210.20385568,4210.20385568,21.91479076,11.73137218,0.00015455
demanding,92.0,36.06170433,21.9180661,6.73860804,4.7593018,5.89322189,1749.8330978,3908.70412939,4042.39978156,4210.83310579,4210.83310579,21.9180661,11.7331591,0.00014478
demanding,93.0,36.0665958,21.92113481,6.73947218,4.75999093,5.89407521,1750.08646817,3909.27009752,4042.9657497,4211.42265593,4211.42265593,21.92113481,11.73483329,0.00013562
demanding,94.0,36.07117867,21.9240099,6.7402818,4.76063659,5.8948747,1750.32385316,3909.80035821,4043.49601038,4211.97501082,4211.97501082,21.9240099,11.73640186,0.00012705
demanding,95.0,36.0754724,21.92670361,6.74104034,4.76124151,5.89562374,1750.54626131,3910.29716426,4043.99281644,4212.49251712,4212.49251712,21.92670361,11.73787146,0.00011902
demanding,96.0,36.07949524,21.92922736,6.74175103,4.76180826,5.89632552,1750.75463753,3910.76262637,4044.45827854,4212.97737348,4212.97737348,21.92922736,11.73924834,0.0001115
demanding,97.0,36.08326427,21.93159189,6.74241687,4.76233926,5.89698303,1750.94986711,3911.19872203,4044.89437421,4213.4316398,4213.4316398,21.93159189,11.74053835,0.00010445
demanding,98.0,36.08679551,21.93380724,6.74304071,4.76283675,5.89759906,1751.13277947,3911.60730403,4045.3029562,4213.85724604,4213.85724604,21.93380724,11.74174698,9.785e-05
demanding,99.0,36.09010396,21.93588282,6.74362519,4.76330286,5.89817622,1751.30415172,3911.99010821,4045.68576038,4214.2560004,4214.2560004,21.93588282,11.74287935,9.167e-05
demanding,100.0,36.09320368,21.93782745,6.7441728,4.76373956,5.89871697,1751.46471193,3912.34876092,4046.04441309,4214.62959697,4214.62959697,21.93782745,11.74394028,8.588e-05
demanding,101.0,36.09610783,21.9396494,6.74468585,4.76414871,5.8992236,1751.61514226,3912.6847859,4046.38043807,4214.97962299,4214.97962299,21.9396494,11.74493427,8.046e-05
demanding,102.0,36.09882876,21.94135639,6.74516654,4.76453205,5.89969826,1751.7560818,3912.99961075,4046.69526293,4215.30756555,4215.30756555,21.94135639,11.74586555,7.537e-05
demanding,103.0,36.10137802,21.94295569,6.7456169,4.7648912,5.90014298,1751.88812933,3913.29457302,4046.99022519,4215.61481791,4215.61481791,21.94295569,11.74673808,7.061e-05
demanding,104.0,36.10376645,21.94445408,6.74603884,4.76522769,5.90055965,1752.01184586,3913.57092584,4047.26657802,4215.90268544,4215.90268544,21.94445408,11.74755556,6.615e-05
demanding,105.0,36.10600419,21.94585795,6.74643417,4.76554295,5.90095002,1752.127757,3913.82984332,4047.52549549,4216.17239114,4216.17239114,21.94585795,11.74832146,6.198e-05
demanding,106.0,36.10810075,21.94717324,6.74680455,4.76583832,5.90131577,1752.2363552,3914.07242545,4047.76807762,4216.42508085,4216.42508085,21.94717324,11.74903904,5.806e-05
demanding,107.0,36.11006503,21.94840555,6.74715157,4.76611506,5.90165844,1752.33810185,3914.29970285,4047.99535502,4216.66182815,4216.66182815,21.94840555,11.74971135,5.44e-05
demanding,108.0,36.11190539,21.94956011,6.74747669,4.76637434,5.90197949,1752.4334292,3914.51264111,4048.20829328,4216.88363883,4216.88363883,21.94956011,11.75034125,5.096e-05
demanding,109.0,36.11362963,21.95064182,6.7477813,4.76661726,5.90228028,1752.52274226,3914.71214489,4048.40779707,4217.09145528,4217.09145528,21.95064182,11.7509314,4.775e-05
demanding,110.0,36.11524509,21.9516553,6.74806669,4.76684485,5.9025621,1752.60642048,3914.89906181,4048.59471398,4217.2861604,4217.2861604,21.9516553,11.75148432,4.473e-05
demanding,111.0,36.11675863,21.95260483,6.74833407,4.76705808,5.90282614,1752.68481936,3915.07418596,4048.76983813,4217.46858139,4217.46858139,21.95260483,11.75200235,4.191e-05
demanding,112.0,36.11817668,21.95349445,6.74858459,4.76725787,5.90307352,1752.75827199,3915.23826136,4048.93391354,4217.63949327,4217.63949327,21.95349445,11.7524877,3.926e-05
demanding,113.0,36.11950527,21.95432795,6.7488193,4.76744504,5.90330529,1752.82709042,3915.3919851,4049.08763728,4217.79962216,4217.79962216,21.95432795,11.75294243,3.678e-05
demanding,114.0,36.12075003,21.95510886,6.7490392,4.76762041,5.90352244,1752.89156703,3915.53601027,4049.23166244,4217.94964838,4217.94964838,21.95510886,11.75336847,3.446e-05
demanding,115.0,36.12191626,21.9558405,6.74924523,4.76778471,5.90372589,1752.95197575,3915.67094876,4049.36660093,4218.0902093,4218.0902093,21.9558405,11.75376763,3.229e-05
demanding,116.0,36.12300891,21.95652598,6.74943826,4.76793865,5.9039165,1753.00857324,3915.79737385,4049.49302603,4218.22190211,4218.22190211,21.95652598,11.75414161,3.025e-05
demanding,117.0,36.12403262,21.95716822,6.74961912,4.76808288,5.90409509,1753.06159993,3915.91582267,4049.61147484,4218.34528629,4218.34528629,21.95716822,11.75449199,2.834e-05
demanding,118.0,36.12499175,21.95776993,6.74978856,4.768218,5.90426241,1753.11128112,3916.02679844,4049.72245062,4218.46088606,4218.46088606,21.95776993,11.75482027,2.655e-05
demanding,119.0,36.12589037,21.95833368,6.74994731,4.7683446,5.90441917,1753.15782788,3916.13077265,4049.82642483,4218.56919253,4218.56919253,21.95833368,11.75512784,2.487e-05
demanding,120.0,36.12673229,21.95886187,6.75009605,4.76846322,5.90456605,1753.20143797,3916.22818703,4049.92383921,4218.67066584,4218.67066584,21.95886187,11.755416,2.33e-05
demanding,121.0,36.12752109,21.95935673,6.7502354,4.76857434,5.90470365,1753.24229665,3916.31945545,4050.01510762,4218.76573711,4218.76573711,21.95935673,11.75568598,2.183e-05
demanding,122.0,36.12826013,21.95982037,6.75036596,4.76867846,5.90483258,1753.28057752,3916.40496566,4050.10061783,4218.85481024,4218.85481024,21.95982037,11.75593892,2.046e-05
demanding,123.0,36.12895254,21.96025476,6.75048828,4.76877601,5.90495337,1753.31644321,3916.48508095,4050.18073313,4218.93826367,4218.93826367,21.96025476,11.75617591,1.916e-05
demanding,124.0,36.12960126,21.96066174,6.75060289,4.76886741,5.90506654,1753.35004611,3916.5601417,4050.25579387,4219.01645195,4219.01645195,21.96066174,11.75639795,1.796e-05
demanding,125.0,36.13020906,21.96104305,6.75071026,4.76895304,5.90517257,1753.38152897,3916.63046679,4050.32611896,4219.08970725,4219.08970725,21.96104305,11.75660598,1.682e-05
demanding,126.0,36.13077851,21.9614003,6.75081086,4.76903326,5.90527191,1753.41102554,3916.69635501,4050.39200718,4219.15834081,4219.15834081,21.9614003,11.75680088,1.576e-05
demanding,127.0,36.13131203,21.96173501,6.75090511,4.76910843,5.90536498,1753.43866115,3916.75808628,4050.45373845,4219.22264422,4219.22264422,21.96173501,11.75698349,1.477e-05
demanding,128.0,36.13181189,21.9620486,6.75099342,4.76917885,5.90545219,1753.4645532,3916.81592286,4050.51157504,4219.28289066,4219.28289066,21.9620486,11.75715458,1.383e-05
demanding,129.0,36.13228022,21.96234241,6.75107616,4.76924483,5.90553389,1753.4888117,3916.87011049,4050.56576266,4219.3393361,4219.3393361,21.96234241,11.75731487,1.296e-05
demanding,130.0,36.132719,21.96261768,6.75115367,4.76930665,5.90561043,1753.51153971,3916.92087936,4050.61653154,4219.39222035,4219.39222035,21.96261768,11.75746505,1.214e-05
demanding,131.0,36.13313009,21.96287558,6.7512263,4.76936457,5.90568215,1753.53283379,3916.96844518,4050.66409736,4219.44176808,4219.44176808,21.96287558,11.75760575,1.138e-05
demanding,132.0,36.13351525,21.96311721,6.75129434,4.76941883,5.90574934,1753.5527844,3917.01301003,4050.70866221,4219.4881898,4219.4881898,21.96311721,11.75773758,1.066e-05
demanding,133.0,36.13387611,21.9633436,6.75135809,4.76946967,5.90581229,1753.57147631,3917.05476325,4050.75041542,4219.53168273,4219.53168273,21.9633436,11.75786109,9.99e-06
demanding,134.0,36.13421421,21.96355571,6.75141782,4.7695173,5.90587127,1753.58898894,3917.09388221,4050.78953438,4219.57243165,4219.57243165,21.96355571,11.75797681,9.36e-06
demanding,135.0,36.13453097,21.96375443,6.75147378,4.76956193,5.90592653,1753.60539667,3917.13053312,4050.8261853,4219.61060968,4219.61060968,21.96375443,11.75808522,8.77e-06
demanding,136.0,36.13482774,21.96394061,6.75152621,4.76960374,5.9059783,1753.62076923,3917.1648717,4050.86052387,4219.64637903,4219.64637903,21.96394061,11.7581868,8.21e-06
demanding,137.0,36.1351058,21.96411505,6.75157533,4.76964291,5.90602681,1753.63517191,3917.19704382,4050.89269599,4219.67989166,4219.67989166,21.96411505,11.75828197,7.69e-06
demanding,138.0,36.13536631,21.96427849,6.75162135,4.76967961,5.90607225,1753.64866592,3917.22718617,4050.92283834,4219.71128994,4219.71128994,21.96427849,11.75837113,7.21e-06
demanding,139.0,36.13561038,21.96443161,6.75166447,4.769714,5.90611483,1753.66130858,3917.25542681,4050.95107899,4219.74070728,4219.74070728,21.96443161,11.75845467,6.75e-06
demanding,140.0,36.13583906,21.96457507,6.75170487,4.76974622,5.90615473,1753.6731536,3917.28188573,4050.9775379,4219.76826865,4219.76826865,21.96457507,11.75853294,6.33e-06
demanding,141.0,36.13605331,21.96470948,6.75174272,4.7697764,5.9061921,1753.68425131,3917.30667532,4051.0023275,4219.79409114,4219.79409114,21.96470948,11.75860627,5.93e-06
demanding,142.0,36.13625404,21.96483541,6.75177818,4.76980468,5.90622712,1753.69464885,3917.32990092,4051.0255531,4219.81828448,4219.81828448,21.96483541,11.75867497,5.55e-06
demanding,143.0,36.1364421,21.9649534,6.75181141,4.76983118,5.90625993,1753.70439041,3917.3516612,4051.04731337,4219.84095143,4219.84095143,21.9649534,11.75873934,5.2e-06
demanding,144.0,36.13661831,21.96506394,6.75184254,4.769856,5.90629067,1753.71351736,3917.3720486,4051.06770077,4219.8621883,4219.8621883,21.96506394,11.75879965,4.88e-06
demanding,145.0,36.13678339,21.9651675,6.7518717,4.76987926,5.90631947,1753.72206848,3917.39114974,4051.08680191,4219.88208532,4219.88208532,21.9651675,11.75885615,4.57e-06
demanding,146.0,36.13693806,21.96526454,6.75189902,4.76990105,5.90634645,1753.7300801,3917.40904577,4051.10469794,4219.90072702,4219.90072702,21.96526454,11.75890909,4.28e-06
demanding,147.0,36.13708297,21.96535545,6.75192462,4.76992146,5.90637173,1753.73758626,3917.42581272,4051.1214649,4219.9181926,4219.9181926,21.96535545,11.75895869,4.01e-06
demanding,148.0,36.13721874,21.96544062,6.75194861,4.76994059,5.90639541,1753.74461886,3917.44152183,4051.13717401,4219.93455626,4219.93455626,21.96544062,11.75900516,3.76e-06
demanding,149.0,36.13734594,21.96552043,6.75197108,4.76995851,5.9064176,1753.75120776,3917.45623984,4051.15189202,4219.94988752,4219.94988752,21.96552043,11.7590487,3.52e-06
demanding,150.0,36.13746512,21.96559519,6.75199214,4.7699753,5.90643839,1753.75738096,3917.47002928,4051.16568145,4219.96425151,4219.96425151,21.96559519,11.75908949,3.3e-06
demanding,151.0,36.13757678,21.96566524,6.75201186,4.76999103,5.90645787,1753.76316468,3917.48294873,4051.1786009,4219.97770927,4219.97770927,21.96566524,11.7591277,3.09e-06
demanding,152.0,36.13768139,21.96573087,6.75203034,4.77000577,5.90647612,1753.76858351,3917.49505307,4051.19070525,4219.99031797,4219.99031797,21.96573087,11.75916351,2.89e-06
demanding,153.0,36.13777941,21.96579236,6.75204766,4.77001958,5.90649322,1753.77366046,3917.50639375,4051.20204592,4220.00213117,4220.00213117,21.96579236,11.75919706,2.71e-06
demanding,154.0,36.13787124,21.96584997,6.75206388,4.77003252,5.90650924,1753.7784171,3917.51701893,4051.2126711,4220.01319906,4220.01319906,21.96584997,11.75922849,2.54e-06
demanding,155.0,36.13795727,21.96590395,6.75207908,4.77004464,5.90652425,1753.78287363,3917.52697376,4051.22262593,4220.02356868,4220.02356868,21.96590395,11.75925793,2.38e-06
demanding,156.0,36.13803788,21.96595452,6.75209332,4.770056,5.90653831,1753.787049,3917.53630052,4051.2319527,4220.03328406,4220.03328406,21.96595452,11.75928552,2.23e-06
demanding,157.0,36.1381134,21.9660019,6.75210666,4.77006664,5.90655149,1753.79096095,3917.54503886,4051.24069103,4220.04238649,4220.04238649,21.9660019,11.75931137,2.09e-06
demanding,158.0,36.13818416,21.96604629,6.75211916,4.7700766,5.90656383,1753.79462608,3917.55322588,4051.24887806,4220.05091464,4220.05091464,21.96604629,11.75933559,1.96e-06
demanding,159.0,36.13825046,21.96608788,6.75213087,4.77008594,5.9065754,1753.79805998,3917.56089638,4051.25654855,4220.05890474,4220.05890474,21.96608788,11.75935828,1.83e-06
demanding,160.0,36.13831257,21.96612684,6.75214185,4.77009469,5.90658623,1753.80127723,3917.56808294,4051.26373511,4220.06639074,4220.06639074,21.96612684,11.75937954,1.72e-06
demanding,161.0,36.13837076,21.96616335,6.75215213,4.77010289,5.90659638,1753.8042915,3917.57481609,4051.27046827,4220.07340444,4220.07340444,21.96616335,11.75939946,1.61e-06
demanding,162.0,36.13842528,21.96619755,6.75216176,4.77011057,5.90660589,1753.8071156,3917.58112444,4051.27677662,4220.07997564,4220.07997564,21.96619755,11.75941812,1.51e-06
demanding,163.0,36.13847636,21.9662296,6.75217078,4.77011777,5.9066148,1753.80976152,3917.58703479,4051.28268697,4220.08613226,4220.08613226,21.9662296,11.7594356,1.41e-06
demanding,164.0,36.13852422,21.96625963,6.75217924,4.77012451,5.90662315,1753.81224051,3917.59257226,4051.28822443,4220.09190045,4220.09190045,21.96625963,11.75945198,1.32e-06
demanding,165.0,36.13856906,21.96628776,6.75218716,4.77013083,5.90663098,1753.8145631,3917.59776036,4051.29341253,4220.09730472,4220.09730472,21.96628776,11.75946733,1.24e-06
demanding,166.0,36.13861107,21.96631411,6.75219458,4.77013675,5.9066383,1753.81673915,3917.60262113,4051.29827331,4220.10236803,4220.10236803,21.96631411,11.75948171,1.16e-06
demanding,167.0,36.13865043,21.9663388,6.75220153,4.77014229,5.90664517,1753.81877791,3917.60717524,4051.30282741,4220.10711189,4220.10711189,21.9663388,11.75949518,1.09e-06
demanding,168.0,36.1386873,21.96636194,6.75220805,4.77014749,5.9066516,1753.82068805,3917.61144202,4051.3070942,4220.11155645,4220.11155645,21.96636194,11.7595078,1.02e-06
demanding,169.0,36.13872185,21.96638361,6.75221415,4.77015236,5.90665763,1753.82247767,3917.61543961,4051.31109178,4220.11572061,4220.11572061,21.96638361,11.75951962,9.6e-07
demanding,170.0,36.13875422,21.96640392,6.75221987,4.77015692,5.90666328,1753.82415439,3917.61918499,4051.31483716,4220.11962204,4220.11962204,21.96640392,11.7595307,9e-07
demanding,171.0,36.13878455,21.96642295,6.75222523,4.77016119,5.90666857,1753.82572532,3917.62269406,4051.31834624,4220.12327733,4220.12327733,21.96642295,11.75954108,8.4e-07
demanding,172.0,36.13881297,21.96644077,6.75223025,4.77016519,5.90667353,1753.82719714,3917.62598175,4051.32163392,4220.126702,4220.126702,21.96644077,11.75955081,7.9e-07
demanding,173.0,36.13883959,21.96645747,6.75223495,4.77016894,5.90667817,1753.8285761,3917.62906201,4051.32471419,4220.12991061,4220.12991061,21.96645747,11.75955992,7.4e-07
demanding,174.0,36.13886453,21.96647312,6.75223936,4.77017246,5.90668252,1753.82986806,3917.63194794,4051.32760011,4220.13291678,4220.13291678,21.96647312,11.75956846,6.9e-07
demanding,175.0,36.1388879,21.96648778,6.75224349,4.77017575,5.9066866,1753.83107851,3917.63465179,4051.33030396,4220.13573329,4220.13573329,21.96648778,11.75957646,6.5e-07
demanding,176.0,36.13890979,21.96650152,6.75224736,4.77017883,5.90669042,1753.83221259,3917.63718505,4051.33283723,4220.13837211,4220.13837211,21.96650152,11.75958395,6.1e-07
demanding,177.0,36.13893031,21.96651439,6.75225098,4.77018172,5.906694,1753.83327512,3917.63955849,4051.33521066,4220.14084444,4220.14084444,21.96651439,11.75959097,5.7e-07
demanding,178.0,36.13894952,21.96652644,6.75225437,4.77018443,5.90669735,1753.83427061,3917.64178218,4051.33743436,4220.14316079,4220.14316079,21.96652644,11.75959755,5.3e-07
demanding,179.0,36.13896753,21.96653774,6.75225756,4.77018697,5.90670049,1753.8352033,3917.64386558,4051.33951775,4220.14533099,4220.14533099,21.96653774,11.75960371,5e-07
demanding,180.0,36.1389844,21.96654832,6.75226054,4.77018934,5.90670343,1753.83607714,3917.64581754,4051.34146971,4220.14736428,4220.14736428,21.96654832,11.75960949,4.7e-07
demanding,181.0,36.13900021,21.96655824,6.75226333,4.77019157,5.90670619,1753.83689586,3917.64764634,4051.34329852,4220.14926929,4220.14926929,21.96655824,11.75961489,4.4e-07
demanding,182.0,36.13901502,21.96656753,6.75226594,4.77019366,5.90670877,1753.83766292,3917.64935977,4051.34501194,4220.1510541,4220.1510541,21.96656753,11.75961996,4.1e-07
demanding,183.0,36.13902889,21.96657623,6.75226839,4.77019561,5.90671119,1753.83838158,3917.65096509,4051.34661726,4220.15272631,4220.15272631,21.96657623,11.75962471,3.8e-07
