case,payload_mass_kg,payload_power_w,endurance_min,conditional_class,owner_requirement_class,converged,iterations,gross_mass_kg,battery_mass_kg,battery_mass_fraction,total_hover_power_w,required_nominal_battery_energy_wh,installed_nominal_battery_energy_wh,battery_sizing_driver,achievable_endurance_min,equivalent_rotor_diameter_m,battery_discharge_margin,platform_cost_usd,feasibility_burden
adverse,1.0,50.0,45.0,INFEASIBLE,UNDETERMINED,False,3,93.741745,87.214134,0.930366,8465.585287,11337.837438,11337.837438,energy,45.0,1.09625,1.468594,41959.41,10.0
adverse,1.0,50.0,60.0,INFEASIBLE,UNDETERMINED,False,2,54.896851,54.752794,0.997376,3986.003377,7117.863173,7117.863173,energy,60.0,0.746962,1.975871,24334.26,10.0
adverse,1.0,100.0,10.0,INFEASIBLE,UNDETERMINED,False,3,61.147398,51.49615,0.842164,6437.886442,1916.037631,6694.499498,power,34.93929,0.949676,1.15,28517.99,10.0
adverse,1.0,100.0,20.0,INFEASIBLE,UNDETERMINED,False,3,61.147398,51.49615,0.842164,6437.886442,3832.075263,6694.499498,power,34.93929,0.949676,1.15,28517.99,10.0
adverse,1.0,100.0,30.0,INFEASIBLE,UNDETERMINED,False,3,61.147398,51.49615,0.842164,6437.886442,5748.112894,6694.499498,power,34.93929,0.949676,1.15,28517.99,10.0
adverse,1.0,100.0,45.0,INFEASIBLE,UNDETERMINED,False,3,97.528611,91.018759,0.933252,8834.887585,11832.43873,11832.43873,energy,45.0,1.116416,1.474499,43575.91,10.0
adverse,1.0,100.0,60.0,INFEASIBLE,UNDETERMINED,False,2,57.101535,57.257922,1.002739,4168.376715,7443.529847,7443.529847,energy,60.0,0.758755,1.992869,25229.27,10.0
adverse,1.5,0.0,10.0,INFEASIBLE,UNDETERMINED,False,3,62.540574,52.204959,0.834737,6448.999747,1919.345163,6786.644663,power,35.359167,0.95937,1.15,29016.65,10.0
adverse,1.5,0.0,20.0,INFEASIBLE,UNDETERMINED,False,3,62.540574,52.204959,0.834737,6448.999747,3838.690325,6786.644663,power,35.359167,0.95937,1.15,29016.65,10.0
adverse,1.5,0.0,30.0,INFEASIBLE,UNDETERMINED,False,3,62.540574,52.204959,0.834737,6448.999747,5758.035488,6786.644663,power,35.359167,0.95937,1.15,29016.65,10.0
adverse,1.5,0.0,45.0,INFEASIBLE,UNDETERMINED,False,3,93.811582,86.66711,0.923842,8412.487503,11266.724335,11266.724335,energy,45.0,1.096625,1.462006,41881.46,10.0
adverse,1.5,0.0,60.0,INFEASIBLE,UNDETERMINED,False,2,54.376174,53.543973,0.984695,3898.001243,6960.716506,6960.716506,energy,60.0,0.744149,1.957207,24015.12,10.0
adverse,1.5,50.0,10.0,INFEASIBLE,UNDETERMINED,False,3,63.385202,53.008858,0.836297,6585.885572,1960.084992,6891.151534,power,35.157412,0.9652,1.15,29384.29,10.0
adverse,1.5,50.0,20.0,INFEASIBLE,UNDETERMINED,False,3,63.385202,53.008858,0.836297,6585.885572,3920.169984,6891.151534,power,35.157412,0.9652,1.15,29384.29,10.0
adverse,1.5,50.0,30.0,INFEASIBLE,UNDETERMINED,False,3,63.385202,53.008858,0.836297,6585.885572,5880.254975,6891.151534,power,35.157412,0.9652,1.15,29384.29,10.0
adverse,1.5,50.0,45.0,INFEASIBLE,UNDETERMINED,False,3,97.598447,90.471736,0.926979,8781.789801,11761.325627,11761.325627,energy,45.0,1.116785,1.468172,43497.95,10.0
adverse,1.5,50.0,60.0,INFEASIBLE,UNDETERMINED,False,2,56.580857,56.049101,0.990602,4080.374581,7286.383181,7286.383181,energy,60.0,0.755986,1.975088,24910.13,10.0
adverse,1.5,100.0,10.0,INFEASIBLE,UNDETERMINED,False,3,64.229829,53.812757,0.837816,6722.771398,2000.824821,6995.658405,power,34.963873,0.970994,1.15,29751.94,10.0
adverse,1.5,100.0,20.0,INFEASIBLE,UNDETERMINED,False,3,64.229829,53.812757,0.837816,6722.771398,4001.649642,6995.658405,power,34.963873,0.970994,1.15,29751.94,10.0
adverse,1.5,100.0,30.0,INFEASIBLE,UNDETERMINED,False,3,64.229829,53.812757,0.837816,6722.771398,6002.474463,6995.658405,power,34.963873,0.970994,1.15,29751.94,10.0
adverse,1.5,100.0,45.0,INFEASIBLE,UNDETERMINED,False,3,101.385313,94.276361,0.929882,9151.0921,12255.926919,12255.926919,energy,45.0,1.136587,1.473885,45114.45,10.0
adverse,1.5,100.0,60.0,INFEASIBLE,UNDETERMINED,False,2,58.78554,58.55423,0.996065,4262.747919,7612.049856,7612.049856,energy,60.0,0.76764,1.991728,25805.14,10.0
adverse,2.0,0.0,10.0,INFEASIBLE,UNDETERMINED,False,3,65.623005,54.521566,0.83083,6733.884703,2004.132352,7087.80357,power,35.365946,0.980477,1.15,30250.6,10.0
adverse,2.0,0.0,20.0,INFEASIBLE,UNDETERMINED,False,3,65.623005,54.521566,0.83083,6733.884703,4008.264704,7087.80357,power,35.365946,0.980477,1.15,30250.6,10.0
adverse,2.0,0.0,30.0,INFEASIBLE,UNDETERMINED,False,3,65.623005,54.521566,0.83083,6733.884703,6012.397056,7087.80357,power,35.365946,0.980477,1.15,30250.6,10.0
adverse,2.0,0.0,45.0,INFEASIBLE,UNDETERMINED,False,3,97.668283,89.924712,0.920716,8728.692018,11690.212524,11690.212524,energy,45.0,1.117153,1.461823,43420.0,10.0
adverse,2.0,0.0,60.0,INFEASIBLE,UNDETERMINED,False,2,56.06018,54.840281,0.978239,3992.372448,7129.236514,7129.236514,energy,60.0,0.753207,1.95686,24590.99,10.0
adverse,2.0,50.0,10.0,INFEASIBLE,UNDETERMINED,False,3,66.467633,55.325465,0.832367,6870.770529,2044.872181,7192.31044,power,35.172421,0.986182,1.15,30618.24,10.0
adverse,2.0,50.0,20.0,INFEASIBLE,UNDETERMINED,False,3,66.467633,55.325465,0.832367,6870.770529,4089.744362,7192.31044,power,35.172421,0.986182,1.15,30618.24,10.0
adverse,2.0,50.0,30.0,INFEASIBLE,UNDETERMINED,False,3,66.467633,55.325465,0.832367,6870.770529,6134.616544,7192.31044,power,35.172421,0.986182,1.15,30618.24,10.0
adverse,2.0,50.0,45.0,INFEASIBLE,UNDETERMINED,False,3,101.455149,93.729337,0.92385,9097.994316,12184.813816,12184.813816,energy,45.0,1.136949,1.467779,45036.5,10.0
adverse,2.0,50.0,60.0,INFEASIBLE,UNDETERMINED,False,2,58.264863,57.345409,0.984219,4174.745786,7454.903189,7454.903189,energy,60.0,0.764904,1.974342,25486.0,10.0
adverse,2.0,100.0,10.0,INFEASIBLE,UNDETERMINED,False,3,67.31226,56.129364,0.833865,7007.656355,2085.61201,7296.817311,power,34.986456,0.991854,1.15,30985.89,10.0
adverse,2.0,100.0,20.0,INFEASIBLE,UNDETERMINED,False,3,67.31226,56.129364,0.833865,7007.656355,4171.224021,7296.817311,power,34.986456,0.991854,1.15,30985.89,10.0
adverse,2.0,100.0,30.0,INFEASIBLE,UNDETERMINED,False,3,67.31226,56.129364,0.833865,7007.656355,6256.836031,7296.817311,power,34.986456,0.991854,1.15,30985.89,10.0
adverse,2.0,100.0,45.0,INFEASIBLE,UNDETERMINED,False,3,105.242015,97.533962,0.926759,9467.296614,12679.415109,12679.415109,energy,45.0,1.156407,1.473313,46653.0,10.0
adverse,2.0,100.0,60.0,INFEASIBLE,UNDETERMINED,False,2,60.469546,59.850537,0.989763,4357.119124,7780.569864,7780.569864,energy,60.0,0.776424,1.990638,26381.01,10.0
